ShimID,Customer Feedback,Breakage (Yes/No)
987,Shim broke after 2 months,Yes
988,"Positive, no issues",No
989,"Positive, no issues",No
990,"Positive, no issues",No
991,Crack appeared,Yes
992,Shim worn out quickly,Yes
993,"Positive, no issues",No
994,Shim worn out quickly,Yes
995,Shim worn out quickly,Yes
996,Shim worn out quickly,Yes
997,Shim worn out quickly,Yes
998,"Positive, no issues",No
999,Crack appeared,Yes
1000,Crack appeared,Yes
1001,Crack appeared,Yes
1002,"Positive, no issues",No
1003,Crack appeared,Yes
1004,Shim broke after 2 months,Yes
1005,"Positive, no issues",No
1006,Shim worn out quickly,Yes
1007,"Positive, no issues",No
1008,"Positive, no issues",No
1009,Shim broke after 2 months,Yes
1010,Shim worn out quickly,Yes
1011,Shim worn out quickly,Yes
1012,"Positive, no issues",No
1013,Crack appeared,Yes
1014,Crack appeared,Yes
1015,Shim worn out quickly,Yes
1016,"Positive, no issues",No
1017,Crack appeared,Yes
1018,Crack appeared,Yes
1019,"Positive, no issues",No
1020,"Positive, no issues",No
1021,"Positive, no issues",No
1022,"Positive, no issues",No
1023,Shim broke after 2 months,Yes
1024,Shim worn out quickly,Yes
1025,"Positive, no issues",No
1026,Crack appeared,Yes
1027,Crack appeared,Yes
1028,Crack appeared,Yes
1029,"Positive, no issues",No
1030,Crack appeared,Yes
1031,Shim worn out quickly,Yes
1032,Shim broke after 2 months,Yes
1033,Crack appeared,Yes
1034,Shim broke after 2 months,Yes
1035,"Positive, no issues",No
1036,"Positive, no issues",No
1037,Shim broke after 2 months,Yes
1038,Shim broke after 2 months,Yes
1039,Crack appeared,Yes
1040,Shim broke after 2 months,Yes
1041,Shim broke after 2 months,Yes
1042,Shim worn out quickly,Yes
1043,Shim worn out quickly,Yes
1044,"Positive, no issues",No
1045,"Positive, no issues",No
1046,Shim broke after 2 months,Yes
1047,Crack appeared,Yes
1048,"Positive, no issues",No
1049,Shim worn out quickly,Yes
1050,Shim worn out quickly,Yes
1051,"Positive, no issues",No
1052,"Positive, no issues",No
1053,"Positive, no issues",No
1054,Crack appeared,Yes
1055,Shim worn out quickly,Yes
1056,"Positive, no issues",No
1057,"Positive, no issues",No
1058,"Positive, no issues",No
1059,Shim worn out quickly,Yes
1060,"Positive, no issues",No
1061,"Positive, no issues",No
1062,Shim broke after 2 months,Yes
1063,"Positive, no issues",No
1064,Crack appeared,Yes
1065,Shim broke after 2 months,Yes
1066,"Positive, no issues",No
1067,Shim worn out quickly,Yes
1068,Crack appeared,Yes
1069,"Positive, no issues",No
1070,"Positive, no issues",No
1071,Crack appeared,Yes
1072,"Positive, no issues",No
1073,"Positive, no issues",No
1074,Shim worn out quickly,Yes
1075,"Positive, no issues",No
1076,Crack appeared,Yes
1077,Shim worn out quickly,Yes
1078,Shim broke after 2 months,Yes
1079,"Positive, no issues",No
1080,Shim broke after 2 months,Yes
1081,Shim worn out quickly,Yes
1082,Shim worn out quickly,Yes
1083,Crack appeared,Yes
1084,Shim broke after 2 months,Yes
1085,"Positive, no issues",No
1086,Shim worn out quickly,Yes
1087,Crack appeared,Yes
1088,"Positive, no issues",No
1089,Shim worn out quickly,Yes
1090,Crack appeared,Yes
1091,Crack appeared,Yes
1092,"Positive, no issues",No
1093,Shim broke after 2 months,Yes
1094,Shim worn out quickly,Yes
1095,"Positive, no issues",No
1096,Shim worn out quickly,Yes
1097,"Positive, no issues",No
1098,Shim worn out quickly,Yes
1099,Crack appeared,Yes
1100,Crack appeared,Yes
1101,"Positive, no issues",No
1102,Crack appeared,Yes
1103,Crack appeared,Yes
1104,Shim worn out quickly,Yes
1105,"Positive, no issues",No
1106,"Positive, no issues",No
1107,Crack appeared,Yes
1108,"Positive, no issues",No
1109,Shim broke after 2 months,Yes
1110,Shim broke after 2 months,Yes
1111,Shim worn out quickly,Yes
1112,Shim broke after 2 months,Yes
1113,"Positive, no issues",No
1114,Crack appeared,Yes
1115,"Positive, no issues",No
1116,"Positive, no issues",No
1117,"Positive, no issues",No
1118,Shim worn out quickly,Yes
1119,"Positive, no issues",No
1120,"Positive, no issues",No
1121,"Positive, no issues",No
1122,"Positive, no issues",No
1123,Crack appeared,Yes
1124,"Positive, no issues",No
1125,"Positive, no issues",No
1126,Shim broke after 2 months,Yes
1127,"Positive, no issues",No
1128,"Positive, no issues",No
1129,Shim worn out quickly,Yes
1130,Shim worn out quickly,Yes
1131,Shim worn out quickly,Yes
1132,Shim broke after 2 months,Yes
1133,Shim worn out quickly,Yes
1134,Shim broke after 2 months,Yes
1135,"Positive, no issues",No
1136,Crack appeared,Yes
1137,Crack appeared,Yes
1138,"Positive, no issues",No
1139,Shim broke after 2 months,Yes
1140,Crack appeared,Yes
1141,Shim broke after 2 months,Yes
1142,Shim worn out quickly,Yes
1143,Crack appeared,Yes
1144,"Positive, no issues",No
1145,"Positive, no issues",No
1146,Shim broke after 2 months,Yes
1147,Shim worn out quickly,Yes
1148,"Positive, no issues",No
1149,Shim broke after 2 months,Yes
1150,"Positive, no issues",No
1151,"Positive, no issues",No
1152,Shim broke after 2 months,Yes
1153,Shim broke after 2 months,Yes
1154,"Positive, no issues",No
1155,"Positive, no issues",No
1156,"Positive, no issues",No
1157,"Positive, no issues",No
1158,"Positive, no issues",No
1159,Shim broke after 2 months,Yes
1160,"Positive, no issues",No
1161,Crack appeared,Yes
1162,Shim worn out quickly,Yes
1163,"Positive, no issues",No
1164,"Positive, no issues",No
1165,Shim worn out quickly,Yes
1166,Shim broke after 2 months,Yes
1167,Shim worn out quickly,Yes
1168,Crack appeared,Yes
1169,"Positive, no issues",No
1170,"Positive, no issues",No
1171,Shim worn out quickly,Yes
1172,Shim broke after 2 months,Yes
1173,"Positive, no issues",No
1174,Shim worn out quickly,Yes
1175,"Positive, no issues",No
1176,Shim broke after 2 months,Yes
1177,"Positive, no issues",No
1178,Shim worn out quickly,Yes
1179,"Positive, no issues",No
1180,"Positive, no issues",No
1181,"Positive, no issues",No
1182,Shim broke after 2 months,Yes
1183,"Positive, no issues",No
1184,"Positive, no issues",No
1185,"Positive, no issues",No
1186,"Positive, no issues",No
1187,Shim worn out quickly,Yes
1188,Crack appeared,Yes
1189,Crack appeared,Yes
1190,"Positive, no issues",No
1191,"Positive, no issues",No
1192,Shim worn out quickly,Yes
1193,Shim broke after 2 months,Yes
1194,"Positive, no issues",No
1195,"Positive, no issues",No
1196,"Positive, no issues",No
1197,Shim broke after 2 months,Yes
1198,"Positive, no issues",No
1199,Shim worn out quickly,Yes
1200,"Positive, no issues",No
1201,"Positive, no issues",No
1202,"Positive, no issues",No
1203,"Positive, no issues",No
1204,Crack appeared,Yes
1205,"Positive, no issues",No
1206,"Positive, no issues",No
1207,"Positive, no issues",No
1208,Shim worn out quickly,Yes
1209,Crack appeared,Yes
1210,Shim broke after 2 months,Yes
1211,Crack appeared,Yes
1212,Shim broke after 2 months,Yes
1213,Crack appeared,Yes
1214,Shim broke after 2 months,Yes
1215,"Positive, no issues",No
1216,"Positive, no issues",No
1217,"Positive, no issues",No
1218,Shim broke after 2 months,Yes
1219,Shim worn out quickly,Yes
1220,Shim broke after 2 months,Yes
1221,Shim broke after 2 months,Yes
1222,"Positive, no issues",No
1223,"Positive, no issues",No
1224,Shim worn out quickly,Yes
1225,Shim worn out quickly,Yes
1226,"Positive, no issues",No
1227,Shim broke after 2 months,Yes
1228,"Positive, no issues",No
1229,Crack appeared,Yes
1230,Crack appeared,Yes
1231,"Positive, no issues",No
1232,"Positive, no issues",No
1233,"Positive, no issues",No
1234,"Positive, no issues",No
1235,Shim broke after 2 months,Yes
1236,Shim broke after 2 months,Yes
1237,Crack appeared,Yes
1238,Crack appeared,Yes
1239,"Positive, no issues",No
1240,Shim worn out quickly,Yes
1241,Shim broke after 2 months,Yes
1242,Shim worn out quickly,Yes
1243,Crack appeared,Yes
1244,Crack appeared,Yes
1245,"Positive, no issues",No
1246,"Positive, no issues",No
1247,Shim broke after 2 months,Yes
1248,"Positive, no issues",No
1249,"Positive, no issues",No
1250,Shim broke after 2 months,Yes
1251,Crack appeared,Yes
1252,Crack appeared,Yes
1253,Shim worn out quickly,Yes
1254,"Positive, no issues",No
1255,Crack appeared,Yes
1256,Shim worn out quickly,Yes
1257,Crack appeared,Yes
1258,"Positive, no issues",No
1259,Shim broke after 2 months,Yes
1260,"Positive, no issues",No
1261,"Positive, no issues",No
1262,Shim worn out quickly,Yes
1263,"Positive, no issues",No
1264,"Positive, no issues",No
1265,Shim worn out quickly,Yes
1266,Shim broke after 2 months,Yes
1267,"Positive, no issues",No
1268,"Positive, no issues",No
1269,Shim broke after 2 months,Yes
1270,"Positive, no issues",No
1271,"Positive, no issues",No
1272,Crack appeared,Yes
1273,"Positive, no issues",No
1274,"Positive, no issues",No
1275,"Positive, no issues",No
1276,Shim worn out quickly,Yes
1277,Shim broke after 2 months,Yes
1278,Shim broke after 2 months,Yes
1279,Shim worn out quickly,Yes
1280,"Positive, no issues",No
1281,"Positive, no issues",No
1282,"Positive, no issues",No
1283,"Positive, no issues",No
1284,Crack appeared,Yes
1285,"Positive, no issues",No
1286,Shim broke after 2 months,Yes
1287,Crack appeared,Yes
1288,Crack appeared,Yes
1289,"Positive, no issues",No
1290,Shim worn out quickly,Yes
1291,"Positive, no issues",No
1292,"Positive, no issues",No
1293,Crack appeared,Yes
1294,Crack appeared,Yes
1295,Shim worn out quickly,Yes
1296,Shim broke after 2 months,Yes
1297,Shim broke after 2 months,Yes
1298,"Positive, no issues",No
1299,"Positive, no issues",No
1300,Crack appeared,Yes
1301,"Positive, no issues",No
1302,Crack appeared,Yes
1303,Crack appeared,Yes
1304,Shim worn out quickly,Yes
1305,"Positive, no issues",No
1306,"Positive, no issues",No
1307,Crack appeared,Yes
1308,Crack appeared,Yes
1309,Shim worn out quickly,Yes
1310,"Positive, no issues",No
1311,Shim worn out quickly,Yes
1312,Crack appeared,Yes
1313,"Positive, no issues",No
1314,Shim broke after 2 months,Yes
1315,"Positive, no issues",No
1316,"Positive, no issues",No
1317,"Positive, no issues",No
1318,Crack appeared,Yes
1319,Shim broke after 2 months,Yes
1320,"Positive, no issues",No
1321,"Positive, no issues",No
1322,"Positive, no issues",No
1323,"Positive, no issues",No
1324,"Positive, no issues",No
1325,Shim broke after 2 months,Yes
1326,Crack appeared,Yes
1327,"Positive, no issues",No
1328,"Positive, no issues",No
1329,Shim worn out quickly,Yes
1330,Shim worn out quickly,Yes
1331,Shim broke after 2 months,Yes
1332,"Positive, no issues",No
1333,"Positive, no issues",No
1334,"Positive, no issues",No
1335,Shim worn out quickly,Yes
1336,Shim broke after 2 months,Yes
1337,"Positive, no issues",No
1338,Crack appeared,Yes
1339,"Positive, no issues",No
1340,Shim broke after 2 months,Yes
1341,"Positive, no issues",No
1342,"Positive, no issues",No
1343,"Positive, no issues",No
1344,"Positive, no issues",No
1345,Shim broke after 2 months,Yes
1346,"Positive, no issues",No
1347,Shim worn out quickly,Yes
1348,Shim worn out quickly,Yes
1349,"Positive, no issues",No
1350,Shim worn out quickly,Yes
1351,Shim broke after 2 months,Yes
1352,Shim broke after 2 months,Yes
1353,Shim worn out quickly,Yes
1354,"Positive, no issues",No
1355,"Positive, no issues",No
1356,Shim broke after 2 months,Yes
1357,"Positive, no issues",No
1358,Crack appeared,Yes
1359,"Positive, no issues",No
1360,Shim worn out quickly,Yes
1361,"Positive, no issues",No
1362,Shim broke after 2 months,Yes
1363,Shim broke after 2 months,Yes
1364,"Positive, no issues",No
1365,"Positive, no issues",No
1366,"Positive, no issues",No
1367,Crack appeared,Yes
1368,Shim broke after 2 months,Yes
1369,Shim worn out quickly,Yes
1370,Shim worn out quickly,Yes
1371,"Positive, no issues",No
1372,Shim worn out quickly,Yes
1373,"Positive, no issues",No
1374,Shim worn out quickly,Yes
1375,Crack appeared,Yes
1376,"Positive, no issues",No
1377,Crack appeared,Yes
1378,Crack appeared,Yes
1379,Crack appeared,Yes
1380,"Positive, no issues",No
1381,Shim worn out quickly,Yes
1382,Crack appeared,Yes
1383,Crack appeared,Yes
1384,"Positive, no issues",No
1385,"Positive, no issues",No
1386,Crack appeared,Yes
1387,"Positive, no issues",No
1388,"Positive, no issues",No
1389,Crack appeared,Yes
1390,Crack appeared,Yes
1391,Crack appeared,Yes
1392,Shim worn out quickly,Yes
1393,Crack appeared,Yes
1394,"Positive, no issues",No
1395,Shim worn out quickly,Yes
1396,"Positive, no issues",No
1397,Shim broke after 2 months,Yes
1398,"Positive, no issues",No
1399,"Positive, no issues",No
1400,"Positive, no issues",No
1401,Shim worn out quickly,Yes
1402,Shim worn out quickly,Yes
1403,"Positive, no issues",No
1404,Crack appeared,Yes
1405,"Positive, no issues",No
1406,"Positive, no issues",No
1407,Shim broke after 2 months,Yes
1408,"Positive, no issues",No
1409,"Positive, no issues",No
1410,Shim worn out quickly,Yes
1411,Shim worn out quickly,Yes
1412,Crack appeared,Yes
1413,Shim broke after 2 months,Yes
1414,Shim worn out quickly,Yes
1415,Shim broke after 2 months,Yes
1416,Shim worn out quickly,Yes
1417,"Positive, no issues",No
1418,Shim worn out quickly,Yes
1419,Shim broke after 2 months,Yes
1420,"Positive, no issues",No
1421,Shim broke after 2 months,Yes
1422,"Positive, no issues",No
1423,Shim broke after 2 months,Yes
1424,Shim broke after 2 months,Yes
1425,"Positive, no issues",No
1426,"Positive, no issues",No
1427,Crack appeared,Yes
1428,Shim worn out quickly,Yes
1429,Crack appeared,Yes
1430,Shim broke after 2 months,Yes
1431,Shim worn out quickly,Yes
1432,Shim worn out quickly,Yes
1433,Shim broke after 2 months,Yes
1434,Shim broke after 2 months,Yes
1435,"Positive, no issues",No
1436,"Positive, no issues",No
1437,Crack appeared,Yes
1438,Shim worn out quickly,Yes
1439,"Positive, no issues",No
1440,Crack appeared,Yes
1441,"Positive, no issues",No
1442,Shim broke after 2 months,Yes
1443,"Positive, no issues",No
1444,"Positive, no issues",No
1445,Shim broke after 2 months,Yes
1446,Shim broke after 2 months,Yes
1447,Crack appeared,Yes
1448,"Positive, no issues",No
1449,Shim broke after 2 months,Yes
1450,Shim worn out quickly,Yes
1451,Crack appeared,Yes
1452,Shim broke after 2 months,Yes
1453,Crack appeared,Yes
1454,"Positive, no issues",No
1455,Shim worn out quickly,Yes
1456,"Positive, no issues",No
1457,Shim worn out quickly,Yes
1458,Shim worn out quickly,Yes
1459,Shim broke after 2 months,Yes
1460,"Positive, no issues",No
1461,Crack appeared,Yes
1462,Shim worn out quickly,Yes
1463,Crack appeared,Yes
1464,"Positive, no issues",No
1465,Crack appeared,Yes
1466,"Positive, no issues",No
1467,"Positive, no issues",No
1468,Shim worn out quickly,Yes
1469,"Positive, no issues",No
1470,"Positive, no issues",No
1471,"Positive, no issues",No
1472,Crack appeared,Yes
1473,"Positive, no issues",No
1474,"Positive, no issues",No
1475,Shim worn out quickly,Yes
1476,Crack appeared,Yes
1477,Crack appeared,Yes
1478,Crack appeared,Yes
1479,"Positive, no issues",No
1480,"Positive, no issues",No
1481,"Positive, no issues",No
1482,"Positive, no issues",No
1483,"Positive, no issues",No
1484,"Positive, no issues",No
1485,"Positive, no issues",No
1486,"Positive, no issues",No
1487,Shim broke after 2 months,Yes
1488,Crack appeared,Yes
1489,Shim broke after 2 months,Yes
1490,"Positive, no issues",No
1491,Shim worn out quickly,Yes
1492,"Positive, no issues",No
1493,Shim broke after 2 months,Yes
1494,Shim worn out quickly,Yes
1495,Shim worn out quickly,Yes
1496,"Positive, no issues",No
1497,"Positive, no issues",No
1498,Crack appeared,Yes
1499,"Positive, no issues",No
1500,"Positive, no issues",No
1501,Shim broke after 2 months,Yes
1502,Shim worn out quickly,Yes
1503,"Positive, no issues",No
1504,"Positive, no issues",No
1505,"Positive, no issues",No
1506,Crack appeared,Yes
1507,"Positive, no issues",No
1508,"Positive, no issues",No
1509,Shim broke after 2 months,Yes
1510,"Positive, no issues",No
1511,Shim broke after 2 months,Yes
1512,"Positive, no issues",No
1513,Shim worn out quickly,Yes
1514,Shim worn out quickly,Yes
1515,Crack appeared,Yes
1516,"Positive, no issues",No
1517,"Positive, no issues",No
1518,Shim broke after 2 months,Yes
1519,"Positive, no issues",No
1520,"Positive, no issues",No
1521,Shim worn out quickly,Yes
1522,"Positive, no issues",No
1523,Shim broke after 2 months,Yes
1524,Shim broke after 2 months,Yes
1525,Shim worn out quickly,Yes
1526,"Positive, no issues",No
1527,Shim worn out quickly,Yes
1528,Shim worn out quickly,Yes
1529,Crack appeared,Yes
1530,"Positive, no issues",No
1531,Crack appeared,Yes
1532,Shim worn out quickly,Yes
1533,Shim worn out quickly,Yes
1534,Crack appeared,Yes
1535,"Positive, no issues",No
1536,Shim broke after 2 months,Yes
1537,Shim worn out quickly,Yes
1538,Shim broke after 2 months,Yes
1539,Crack appeared,Yes
1540,Shim worn out quickly,Yes
1541,Crack appeared,Yes
1542,Crack appeared,Yes
