ShimID,Diameter (mm),Production Month,Screw Parameters,Handlebar Width (mm)
697,23,2022-05,Type C / 6mm,774
698,25,2022-07,Type B / 6mm,654
699,24,2023-11,Type A / 6mm,699
700,25,2023-12,Type C / 5mm,659
701,31,2023-01,Type A / 6mm,729
702,21,2022-10,Type C / 4mm,666
703,35,2023-08,Type B / 6mm,707
704,26,2023-05,Type B / 5mm,690
705,21,2023-08,Type A / 5mm,756
706,25,2022-11,Type B / 5mm,767
707,37,2022-12,Type B / 5mm,765
708,40,2022-12,Type B / 6mm,754
709,30,2022-11,Type C / 6mm,660
710,26,2023-05,Type B / 5mm,702
711,28,2022-06,Type A / 5mm,682
712,20,2022-12,Type B / 6mm,648
713,27,2023-10,Type B / 4mm,690
714,34,2023-05,Type C / 6mm,777
715,23,2023-11,Type C / 6mm,650
716,38,2022-08,Type B / 5mm,684
717,34,2022-08,Type C / 6mm,661
718,20,2023-10,Type B / 5mm,702
719,38,2023-11,Type B / 6mm,651
720,36,2022-09,Type A / 5mm,643
721,40,2022-09,Type C / 6mm,795
722,31,2022-12,Type A / 6mm,729
723,40,2023-10,Type A / 6mm,798
724,30,2022-01,Type B / 5mm,642
725,23,2022-06,Type C / 6mm,682
726,20,2022-06,Type C / 4mm,696
727,23,2022-02,Type C / 4mm,742
728,29,2023-06,Type A / 4mm,740
729,30,2022-03,Type C / 6mm,656
730,39,2022-07,Type A / 4mm,679
731,23,2023-10,Type B / 6mm,726
732,26,2023-10,Type B / 5mm,735
733,22,2022-09,Type C / 6mm,642
734,33,2023-02,Type B / 4mm,770
735,25,2022-06,Type A / 5mm,703
736,22,2022-05,Type C / 5mm,786
737,31,2023-02,Type C / 4mm,652
738,40,2023-01,Type A / 4mm,777
739,28,2022-12,Type A / 5mm,743
740,24,2023-09,Type C / 5mm,698
741,27,2022-11,Type A / 5mm,655
742,24,2023-10,Type A / 4mm,666
743,40,2022-05,Type C / 6mm,704
744,31,2023-12,Type C / 4mm,715
745,33,2022-11,Type C / 6mm,688
746,36,2023-05,Type C / 4mm,752
747,38,2023-12,Type B / 4mm,725
748,32,2023-07,Type A / 4mm,724
749,31,2023-01,Type B / 5mm,658
750,23,2023-08,Type B / 4mm,745
751,24,2022-05,Type A / 4mm,773
752,28,2022-04,Type A / 6mm,680
753,32,2022-11,Type A / 4mm,730
754,23,2022-02,Type B / 5mm,657
755,38,2022-02,Type B / 4mm,677
756,29,2022-06,Type C / 5mm,673
757,30,2022-09,Type B / 5mm,729
758,34,2023-03,Type B / 5mm,780
759,26,2022-03,Type A / 5mm,730
760,30,2023-09,Type A / 5mm,642
761,28,2023-06,Type C / 4mm,708
762,34,2022-02,Type A / 4mm,642
763,38,2022-03,Type A / 4mm,675
764,27,2022-12,Type B / 4mm,683
765,22,2022-04,Type A / 4mm,764
766,20,2023-06,Type B / 6mm,776
767,36,2023-08,Type A / 4mm,780
768,34,2023-03,Type A / 4mm,732
769,36,2023-04,Type B / 4mm,722
770,35,2023-07,Type A / 5mm,707
771,28,2022-05,Type C / 4mm,791
772,40,2022-10,Type A / 6mm,674
773,25,2023-11,Type A / 5mm,772
774,29,2022-05,Type B / 6mm,688
775,25,2022-12,Type A / 5mm,779
776,28,2023-01,Type A / 4mm,705
777,32,2022-05,Type C / 5mm,797
778,39,2023-09,Type B / 6mm,643
779,31,2023-04,Type C / 6mm,684
780,40,2022-12,Type B / 4mm,737
781,39,2023-11,Type A / 6mm,772
782,40,2023-12,Type A / 5mm,743
783,31,2022-10,Type A / 6mm,663
784,38,2023-05,Type A / 5mm,726
785,24,2022-09,Type A / 6mm,719
786,30,2022-04,Type A / 4mm,798
787,37,2023-02,Type C / 6mm,703
788,22,2023-02,Type B / 6mm,765
789,22,2022-05,Type B / 5mm,755
790,37,2022-06,Type A / 5mm,644
791,38,2022-09,Type B / 5mm,797
792,25,2023-09,Type A / 4mm,748
793,34,2023-07,Type C / 5mm,667
794,20,2023-02,Type A / 5mm,769
795,38,2023-05,Type C / 6mm,682
796,31,2023-08,Type A / 4mm,761
797,23,2022-07,Type A / 4mm,754
798,21,2023-07,Type A / 6mm,729
799,34,2022-02,Type A / 6mm,790
800,22,2022-09,Type A / 5mm,668
801,28,2023-06,Type A / 6mm,763
802,28,2022-05,Type C / 5mm,741
803,34,2023-09,Type A / 6mm,709
804,25,2022-04,Type B / 4mm,646
805,34,2022-05,Type A / 6mm,720
806,24,2022-06,Type C / 5mm,744
807,36,2022-05,Type A / 5mm,757
808,20,2022-02,Type A / 5mm,791
809,27,2022-10,Type A / 6mm,686
810,37,2023-03,Type C / 6mm,663
811,37,2023-11,Type A / 4mm,735
812,37,2023-06,Type C / 5mm,772
813,28,2022-09,Type A / 6mm,731
814,27,2023-05,Type A / 6mm,653
815,20,2023-09,Type B / 6mm,670
816,25,2023-10,Type A / 4mm,719
817,25,2023-11,Type C / 6mm,759
818,22,2023-04,Type B / 5mm,692
819,30,2022-09,Type A / 4mm,689
820,23,2023-11,Type B / 4mm,673
821,21,2023-07,Type B / 4mm,660
822,23,2023-02,Type A / 4mm,779
823,27,2022-02,Type C / 4mm,643
824,32,2022-05,Type B / 4mm,790
825,25,2023-02,Type B / 4mm,652
826,22,2022-04,Type A / 5mm,677
827,23,2022-08,Type C / 5mm,674
828,32,2023-07,Type A / 4mm,709
829,40,2023-10,Type B / 4mm,753
830,24,2022-06,Type C / 5mm,720
831,23,2022-02,Type B / 4mm,761
832,32,2022-06,Type C / 5mm,660
833,34,2023-11,Type C / 5mm,711
834,24,2023-08,Type C / 6mm,783
835,25,2022-03,Type B / 4mm,738
836,40,2023-06,Type B / 4mm,680
837,39,2022-10,Type A / 4mm,680
838,21,2022-03,Type B / 5mm,757
839,27,2023-08,Type C / 6mm,691
840,32,2022-07,Type B / 6mm,678
841,32,2023-12,Type A / 6mm,702
842,36,2022-11,Type C / 6mm,650
843,20,2022-09,Type A / 5mm,759
844,27,2023-01,Type B / 6mm,651
845,27,2023-10,Type A / 4mm,732
846,30,2022-04,Type B / 5mm,689
847,35,2023-12,Type B / 4mm,713
848,21,2023-01,Type C / 4mm,691
849,26,2022-11,Type B / 6mm,702
850,32,2022-02,Type C / 4mm,672
851,22,2022-01,Type A / 5mm,651
852,24,2023-02,Type B / 4mm,796
853,28,2023-11,Type C / 4mm,746
854,24,2022-08,Type B / 4mm,669
855,28,2022-01,Type C / 6mm,798
856,35,2023-09,Type C / 4mm,796
857,20,2022-08,Type A / 5mm,668
858,33,2023-01,Type B / 4mm,660
859,38,2023-09,Type B / 4mm,716
860,40,2023-06,Type C / 5mm,666
861,29,2023-07,Type C / 5mm,678
862,29,2023-06,Type B / 5mm,799
863,39,2022-02,Type C / 4mm,698
864,21,2022-05,Type A / 6mm,745
865,33,2022-05,Type A / 6mm,769
866,40,2023-03,Type C / 5mm,782
867,39,2022-02,Type C / 4mm,718
868,40,2023-08,Type A / 5mm,689
869,20,2023-12,Type B / 6mm,752
870,25,2022-01,Type A / 5mm,714
871,22,2022-01,Type C / 4mm,768
872,24,2022-06,Type B / 5mm,708
873,38,2023-06,Type C / 4mm,719
874,39,2022-08,Type A / 6mm,740
875,22,2023-01,Type C / 6mm,676
876,23,2023-08,Type A / 5mm,640
877,35,2022-06,Type B / 6mm,660
878,38,2022-03,Type C / 4mm,680
879,23,2022-05,Type C / 6mm,713
880,31,2022-08,Type A / 4mm,772
881,27,2023-06,Type A / 5mm,679
882,26,2022-11,Type B / 5mm,714
883,34,2023-07,Type C / 4mm,660
884,38,2023-03,Type C / 6mm,719
885,22,2023-08,Type B / 4mm,686
886,24,2023-04,Type C / 4mm,706
887,22,2022-12,Type A / 4mm,686
888,25,2023-11,Type B / 5mm,720
889,26,2022-11,Type B / 4mm,757
890,26,2023-07,Type C / 4mm,715
891,34,2023-09,Type B / 6mm,741
892,29,2023-11,Type C / 6mm,650
893,25,2023-05,Type C / 5mm,697
894,29,2023-01,Type C / 6mm,771
895,24,2022-08,Type A / 4mm,709
896,33,2023-02,Type A / 4mm,717
897,26,2022-07,Type A / 5mm,723
898,20,2023-06,Type C / 5mm,712
899,36,2023-12,Type A / 5mm,643
900,25,2022-09,Type A / 4mm,721
901,37,2023-11,Type C / 5mm,648
902,29,2023-09,Type B / 4mm,728
903,34,2023-07,Type B / 5mm,684
904,22,2023-06,Type A / 4mm,789
905,39,2023-01,Type A / 4mm,645
906,25,2023-08,Type B / 5mm,769
907,40,2023-10,Type C / 4mm,773
908,39,2022-01,Type C / 4mm,678
909,33,2023-04,Type C / 4mm,775
910,28,2023-01,Type C / 4mm,672
911,36,2022-11,Type B / 6mm,800
912,34,2022-07,Type C / 4mm,799
913,29,2022-09,Type B / 6mm,726
914,25,2022-12,Type B / 5mm,664
915,38,2022-07,Type A / 6mm,665
916,29,2023-10,Type A / 6mm,691
917,40,2023-09,Type B / 4mm,772
918,38,2022-05,Type C / 4mm,774
919,29,2022-07,Type B / 4mm,767
920,28,2023-05,Type A / 5mm,719
921,40,2022-12,Type A / 5mm,765
922,24,2022-10,Type C / 4mm,770
923,26,2022-04,Type C / 6mm,785
924,35,2022-04,Type B / 5mm,737
925,33,2023-06,Type B / 4mm,663
926,24,2022-08,Type B / 4mm,728
927,26,2023-10,Type A / 5mm,665
928,25,2022-10,Type C / 5mm,689
929,32,2023-01,Type B / 4mm,655
930,37,2022-03,Type A / 5mm,676
931,24,2023-10,Type C / 4mm,744
932,34,2023-08,Type A / 4mm,678
933,34,2022-03,Type A / 5mm,777
934,40,2022-01,Type B / 4mm,706
935,26,2022-10,Type C / 5mm,651
936,21,2023-01,Type C / 4mm,749
937,37,2023-01,Type A / 4mm,685
938,39,2022-09,Type C / 4mm,774
939,31,2023-09,Type A / 5mm,760
940,38,2022-09,Type C / 6mm,679
941,31,2023-04,Type A / 4mm,779
942,30,2022-05,Type C / 4mm,736
943,23,2022-08,Type B / 6mm,756
944,38,2023-10,Type A / 5mm,737
945,31,2022-07,Type B / 6mm,698
946,20,2023-08,Type A / 5mm,727
947,29,2023-07,Type A / 4mm,755
948,24,2022-07,Type C / 6mm,773
949,26,2022-09,Type A / 4mm,719
950,33,2023-10,Type B / 6mm,796
951,35,2022-05,Type C / 5mm,667
952,34,2022-08,Type B / 4mm,680
953,31,2022-09,Type C / 4mm,688
954,32,2022-03,Type C / 5mm,678
955,37,2022-05,Type C / 4mm,735
956,22,2022-02,Type C / 5mm,773
957,38,2023-10,Type A / 6mm,790
958,20,2023-06,Type C / 5mm,640
959,34,2022-06,Type B / 4mm,693
960,37,2023-05,Type C / 5mm,705
961,23,2023-11,Type A / 4mm,734
962,28,2023-12,Type A / 4mm,675
963,20,2022-12,Type B / 5mm,774
964,22,2023-10,Type A / 5mm,749
965,29,2022-12,Type A / 6mm,687
966,20,2022-08,Type C / 4mm,663
967,29,2022-01,Type C / 4mm,724
968,24,2023-10,Type C / 4mm,689
969,39,2022-12,Type A / 4mm,658
970,36,2023-10,Type A / 6mm,738
971,22,2022-01,Type C / 4mm,733
972,38,2023-07,Type C / 4mm,772
973,36,2022-08,Type A / 5mm,790
974,20,2023-07,Type B / 5mm,798
975,31,2022-08,Type C / 6mm,655
976,21,2022-05,Type C / 4mm,780
977,27,2022-04,Type C / 6mm,715
978,37,2023-06,Type C / 5mm,661
979,29,2022-12,Type B / 6mm,704
980,37,2023-05,Type C / 5mm,785
981,34,2023-06,Type B / 6mm,729
982,31,2022-05,Type A / 6mm,785
983,39,2023-07,Type C / 5mm,669
984,28,2023-06,Type B / 6mm,655
985,40,2022-01,Type C / 5mm,795
986,38,2022-03,Type A / 5mm,734
987,32,2023-04,Type A / 4mm,695
988,27,2023-05,Type A / 5mm,728
989,21,2022-04,Type B / 5mm,725
990,25,2022-02,Type C / 5mm,678
991,27,2023-09,Type A / 5mm,693
992,30,2023-01,Type A / 6mm,665
993,27,2023-05,Type C / 5mm,662
994,39,2023-11,Type B / 4mm,705
995,24,2022-10,Type B / 6mm,779
996,29,2023-01,Type A / 6mm,644
997,39,2023-05,Type C / 5mm,679
998,30,2023-08,Type A / 5mm,769
999,37,2022-05,Type B / 4mm,732
1000,39,2023-10,Type C / 5mm,790
1001,31,2022-04,Type B / 4mm,763
1002,25,2022-10,Type A / 4mm,746
1003,32,2023-09,Type A / 6mm,789
1004,35,2023-09,Type A / 4mm,689
1005,24,2022-07,Type A / 5mm,684
1006,30,2022-02,Type B / 6mm,773
1007,27,2022-10,Type A / 4mm,706
1008,27,2022-02,Type C / 6mm,657
1009,22,2022-04,Type C / 6mm,752
1010,31,2023-12,Type C / 4mm,711
1011,35,2022-03,Type A / 6mm,771
1012,22,2023-05,Type A / 4mm,772
1013,32,2023-04,Type A / 5mm,674
1014,31,2023-08,Type A / 4mm,641
1015,40,2023-03,Type C / 5mm,652
1016,25,2022-05,Type A / 6mm,680
1017,20,2022-10,Type B / 6mm,687
1018,35,2022-10,Type C / 6mm,735
1019,25,2022-04,Type A / 4mm,643
1020,37,2022-01,Type B / 4mm,674
1021,26,2022-08,Type C / 5mm,699
1022,32,2022-09,Type B / 5mm,662
1023,34,2023-09,Type C / 6mm,785
1024,32,2022-11,Type B / 5mm,649
1025,33,2023-10,Type C / 4mm,673
1026,36,2022-07,Type B / 6mm,667
1027,23,2023-04,Type A / 5mm,764
1028,33,2022-02,Type C / 4mm,722
1029,22,2022-10,Type B / 5mm,656
1030,37,2023-03,Type C / 4mm,684
1031,23,2023-12,Type A / 5mm,731
1032,40,2023-04,Type A / 5mm,759
1033,34,2022-09,Type A / 4mm,772
1034,25,2022-03,Type A / 5mm,756
1035,27,2023-03,Type A / 6mm,768
1036,23,2023-09,Type C / 4mm,682
1037,31,2023-11,Type B / 5mm,792
1038,35,2022-09,Type C / 5mm,715
1039,28,2023-10,Type B / 5mm,675
1040,33,2022-12,Type A / 4mm,708
1041,25,2023-01,Type B / 4mm,699
1042,27,2022-04,Type B / 5mm,652
1043,24,2023-02,Type B / 4mm,729
1044,24,2023-05,Type A / 5mm,685
1045,26,2023-10,Type A / 4mm,757
1046,21,2023-12,Type B / 6mm,749
1047,38,2022-12,Type B / 5mm,782
1048,20,2022-04,Type B / 5mm,693
1049,21,2023-04,Type B / 6mm,763
1050,23,2022-07,Type B / 6mm,768
1051,29,2023-10,Type B / 5mm,771
1052,28,2022-11,Type A / 5mm,764
1053,27,2022-12,Type C / 5mm,786
1054,34,2022-10,Type C / 5mm,683
1055,33,2023-05,Type A / 4mm,682
1056,37,2022-08,Type C / 4mm,669
1057,35,2022-11,Type A / 6mm,752
1058,25,2022-05,Type A / 6mm,798
1059,31,2023-03,Type A / 4mm,738
1060,38,2023-08,Type C / 6mm,652
1061,29,2022-12,Type C / 5mm,791
1062,31,2023-03,Type A / 4mm,750
1063,36,2022-11,Type B / 5mm,762
1064,30,2023-05,Type B / 6mm,686
1065,31,2022-09,Type B / 5mm,772
1066,21,2022-01,Type C / 4mm,691
1067,22,2022-08,Type A / 6mm,797
1068,30,2023-10,Type C / 5mm,748
1069,24,2022-09,Type A / 4mm,663
1070,22,2023-07,Type A / 5mm,714
1071,22,2022-06,Type B / 5mm,687
1072,33,2023-07,Type A / 6mm,649
1073,23,2022-02,Type A / 5mm,769
1074,27,2022-09,Type A / 4mm,699
1075,23,2023-06,Type C / 6mm,697
1076,36,2022-05,Type B / 4mm,747
1077,32,2022-05,Type C / 5mm,789
1078,24,2023-10,Type A / 5mm,691
1079,32,2023-04,Type C / 4mm,645
1080,35,2022-07,Type B / 6mm,668
1081,34,2022-02,Type C / 4mm,657
1082,38,2022-08,Type B / 6mm,678
1083,28,2022-11,Type A / 5mm,664
1084,24,2023-02,Type A / 6mm,734
1085,23,2023-06,Type C / 6mm,791
1086,34,2022-04,Type A / 6mm,660
1087,34,2022-05,Type B / 6mm,679
1088,27,2022-07,Type A / 6mm,790
1089,33,2023-09,Type C / 5mm,789
1090,35,2022-01,Type B / 5mm,700
1091,23,2023-07,Type C / 4mm,725
1092,31,2023-01,Type C / 4mm,755
1093,36,2022-03,Type C / 5mm,786
1094,34,2022-12,Type A / 4mm,646
1095,24,2023-08,Type A / 5mm,645
1096,35,2022-02,Type A / 5mm,701
1097,30,2022-06,Type A / 5mm,693
1098,40,2023-03,Type B / 6mm,689
1099,25,2023-08,Type B / 4mm,730
1100,40,2022-01,Type C / 6mm,742
1101,39,2022-04,Type A / 6mm,705
1102,21,2022-05,Type B / 6mm,787
1103,31,2023-02,Type C / 5mm,717
1104,30,2023-11,Type B / 5mm,771
1105,29,2023-05,Type C / 4mm,679
1106,20,2023-06,Type C / 5mm,776
1107,32,2023-06,Type C / 6mm,699
1108,36,2023-05,Type C / 6mm,666
1109,37,2023-11,Type C / 6mm,711
1110,36,2023-04,Type B / 5mm,741
1111,39,2023-06,Type C / 6mm,660
1112,32,2022-06,Type A / 5mm,777
1113,23,2022-10,Type C / 4mm,700
1114,24,2022-06,Type B / 6mm,761
1115,26,2022-02,Type B / 5mm,710
1116,22,2022-06,Type C / 4mm,708
1117,20,2022-03,Type A / 6mm,767
1118,32,2023-04,Type C / 4mm,779
1119,32,2023-04,Type A / 4mm,726
1120,31,2022-06,Type C / 6mm,643
1121,23,2022-12,Type A / 5mm,707
1122,34,2023-01,Type C / 4mm,720
1123,39,2023-05,Type C / 6mm,776
1124,38,2023-12,Type B / 4mm,798
1125,39,2022-10,Type A / 6mm,753
1126,23,2022-02,Type B / 6mm,753
1127,35,2023-04,Type B / 4mm,732
1128,20,2023-02,Type A / 4mm,750
1129,35,2022-03,Type C / 6mm,716
1130,35,2023-04,Type B / 4mm,783
1131,20,2022-05,Type B / 5mm,707
1132,25,2022-09,Type B / 6mm,746
1133,37,2023-01,Type C / 4mm,775
1134,35,2022-08,Type A / 4mm,706
1135,37,2023-01,Type A / 5mm,767
1136,40,2022-12,Type A / 4mm,663
1137,34,2022-04,Type A / 5mm,644
1138,25,2023-08,Type C / 6mm,660
1139,36,2022-03,Type B / 6mm,683
1140,35,2023-04,Type B / 4mm,798
1141,39,2023-01,Type B / 4mm,733
1142,35,2022-12,Type C / 6mm,680
1143,28,2023-09,Type B / 6mm,703
1144,36,2023-11,Type B / 6mm,761
1145,25,2023-03,Type A / 6mm,746
1146,33,2023-04,Type C / 4mm,658
1147,25,2022-12,Type B / 6mm,642
1148,37,2022-07,Type B / 4mm,644
1149,34,2022-03,Type A / 6mm,722
1150,34,2022-12,Type A / 5mm,704
1151,21,2023-10,Type B / 5mm,787
1152,24,2023-12,Type A / 4mm,773
1153,36,2023-09,Type A / 6mm,667
1154,33,2023-11,Type B / 6mm,795
1155,26,2023-07,Type B / 4mm,702
1156,20,2022-08,Type C / 6mm,738
1157,33,2022-12,Type C / 5mm,678
1158,38,2023-12,Type A / 4mm,792
1159,38,2023-05,Type C / 5mm,727
1160,33,2022-07,Type A / 4mm,728
1161,36,2022-11,Type B / 4mm,705
1162,22,2022-03,Type A / 5mm,757
1163,22,2023-10,Type A / 6mm,645
1164,40,2022-03,Type A / 6mm,743
1165,23,2023-05,Type B / 4mm,715
1166,39,2022-09,Type B / 6mm,653
1167,30,2022-01,Type B / 5mm,650
1168,39,2022-07,Type A / 6mm,738
1169,33,2022-08,Type B / 6mm,648
1170,28,2023-02,Type A / 6mm,661
1171,32,2022-12,Type B / 6mm,789
1172,23,2022-06,Type B / 6mm,678
1173,25,2022-09,Type A / 4mm,640
1174,36,2023-06,Type A / 5mm,744
1175,22,2022-02,Type A / 4mm,784
1176,27,2023-01,Type B / 4mm,795
1177,30,2023-10,Type A / 5mm,735
1178,20,2022-11,Type B / 5mm,701
1179,38,2023-06,Type C / 5mm,733
1180,27,2022-04,Type B / 5mm,672
1181,36,2022-04,Type B / 4mm,676
1182,33,2022-02,Type A / 4mm,780
1183,20,2022-09,Type C / 6mm,744
1184,25,2022-03,Type A / 5mm,687
1185,38,2022-01,Type C / 6mm,690
1186,31,2023-02,Type A / 4mm,655
1187,22,2022-03,Type B / 4mm,753
1188,38,2022-12,Type B / 6mm,763
1189,36,2023-07,Type C / 4mm,780
1190,38,2022-10,Type C / 5mm,673
1191,27,2022-07,Type C / 6mm,691
1192,38,2022-11,Type C / 5mm,758
1193,40,2023-06,Type A / 5mm,733
1194,38,2022-05,Type A / 6mm,673
1195,27,2022-03,Type C / 5mm,647
1196,30,2022-05,Type C / 4mm,741
1197,40,2022-05,Type B / 4mm,719
1198,30,2023-03,Type A / 4mm,798
1199,31,2023-04,Type C / 6mm,676
1200,32,2022-02,Type A / 5mm,645
1201,32,2022-11,Type B / 6mm,740
1202,37,2023-01,Type A / 5mm,651
1203,26,2022-03,Type C / 4mm,739
1204,31,2023-07,Type B / 5mm,695
1205,25,2022-10,Type A / 4mm,764
1206,27,2022-10,Type A / 4mm,684
1207,34,2023-02,Type A / 5mm,764
1208,21,2022-01,Type B / 6mm,758
1209,21,2023-05,Type B / 6mm,717
1210,34,2023-12,Type A / 6mm,716
1211,40,2022-10,Type C / 6mm,770
1212,31,2023-10,Type B / 6mm,721
1213,39,2022-07,Type B / 6mm,799
1214,22,2022-04,Type B / 5mm,723
1215,26,2023-11,Type C / 5mm,746
1216,36,2022-04,Type A / 5mm,699
1217,39,2023-12,Type C / 4mm,650
1218,30,2022-12,Type B / 4mm,724
1219,28,2023-07,Type A / 6mm,771
1220,38,2022-09,Type B / 4mm,734
1221,34,2022-07,Type B / 4mm,751
1222,39,2023-10,Type A / 5mm,785
1223,34,2023-12,Type C / 5mm,726
1224,28,2022-11,Type B / 6mm,657
1225,36,2022-12,Type C / 5mm,800
1226,21,2022-05,Type B / 5mm,761
1227,37,2023-10,Type C / 4mm,687
1228,21,2022-08,Type A / 4mm,688
1229,40,2023-06,Type A / 5mm,655
1230,27,2023-02,Type C / 6mm,753
1231,34,2023-12,Type A / 5mm,750
1232,30,2022-09,Type A / 6mm,686
1233,25,2023-07,Type B / 4mm,743
1234,24,2023-03,Type C / 6mm,673
1235,38,2023-10,Type B / 4mm,675
1236,36,2023-03,Type A / 4mm,660
1237,39,2022-07,Type A / 5mm,679
1238,22,2023-08,Type B / 6mm,672
1239,20,2023-12,Type A / 6mm,786
1240,40,2023-01,Type C / 5mm,698
1241,37,2023-03,Type A / 4mm,799
1242,24,2022-04,Type B / 6mm,661
1243,32,2022-08,Type A / 5mm,706
1244,31,2022-04,Type C / 6mm,786
1245,23,2022-08,Type A / 5mm,661
1246,23,2023-09,Type C / 6mm,747
1247,35,2023-02,Type C / 4mm,648
1248,34,2023-12,Type A / 5mm,696
1249,32,2022-02,Type A / 4mm,750
1250,34,2023-03,Type A / 4mm,642
1251,33,2022-12,Type C / 5mm,668
1252,24,2022-01,Type B / 5mm,737
1253,39,2022-11,Type B / 4mm,688
1254,26,2023-11,Type C / 4mm,707
1255,40,2023-11,Type A / 5mm,750
1256,33,2023-12,Type B / 5mm,717
1257,24,2023-09,Type A / 6mm,691
1258,22,2022-10,Type B / 4mm,686
1259,38,2022-11,Type C / 6mm,689
1260,22,2023-07,Type C / 4mm,670
1261,40,2023-06,Type B / 4mm,788
1262,28,2022-07,Type B / 6mm,690
1263,36,2022-02,Type A / 6mm,654
1264,38,2023-12,Type C / 6mm,663
1265,37,2022-09,Type C / 6mm,702
1266,32,2023-04,Type C / 5mm,693
1267,25,2022-06,Type A / 6mm,796
1268,25,2022-09,Type A / 4mm,685
1269,39,2023-10,Type C / 5mm,661
1270,28,2023-03,Type A / 5mm,767
1271,22,2023-11,Type C / 6mm,774
1272,26,2022-05,Type B / 5mm,718
1273,25,2022-12,Type C / 5mm,791
1274,21,2023-05,Type C / 6mm,649
1275,28,2022-08,Type C / 5mm,758
1276,30,2023-11,Type B / 4mm,741
1277,38,2022-12,Type A / 6mm,774
1278,21,2023-04,Type B / 4mm,655
1279,38,2022-05,Type A / 6mm,651
1280,27,2023-12,Type A / 4mm,797
1281,25,2023-06,Type C / 5mm,712
1282,26,2022-05,Type A / 4mm,746
1283,35,2022-06,Type A / 4mm,718
1284,23,2023-02,Type B / 6mm,738
1285,24,2023-06,Type C / 5mm,747
1286,30,2022-06,Type B / 4mm,725
1287,31,2022-06,Type A / 6mm,731
1288,38,2022-06,Type C / 5mm,719
1289,27,2023-06,Type A / 4mm,785
1290,37,2022-11,Type C / 4mm,793
1291,20,2022-05,Type C / 5mm,736
1292,21,2023-11,Type A / 4mm,687
1293,29,2022-10,Type C / 5mm,651
1294,37,2022-08,Type C / 6mm,796
1295,35,2023-11,Type A / 6mm,654
1296,22,2022-08,Type B / 4mm,676
1297,32,2022-11,Type B / 6mm,655
1298,37,2022-08,Type A / 5mm,754
1299,29,2023-12,Type C / 5mm,674
1300,23,2022-07,Type B / 4mm,662
1301,23,2022-07,Type C / 4mm,790
1302,24,2022-07,Type C / 6mm,695
1303,31,2022-04,Type A / 4mm,767
1304,31,2023-03,Type B / 6mm,666
1305,28,2022-03,Type C / 4mm,698
1306,22,2022-10,Type C / 6mm,791
1307,37,2023-10,Type C / 6mm,745
1308,21,2023-05,Type B / 5mm,656
1309,29,2023-03,Type B / 6mm,703
1310,35,2022-07,Type B / 6mm,771
1311,35,2023-03,Type C / 5mm,723
1312,38,2023-11,Type C / 6mm,799
1313,28,2023-12,Type C / 6mm,790
1314,38,2023-10,Type B / 5mm,793
1315,22,2022-02,Type A / 5mm,680
1316,36,2023-09,Type B / 6mm,677
1317,33,2022-07,Type A / 5mm,791
1318,36,2022-01,Type C / 5mm,698
1319,28,2022-10,Type C / 6mm,725
1320,20,2023-01,Type A / 4mm,691
1321,23,2022-01,Type A / 6mm,690
1322,30,2023-08,Type C / 5mm,671
1323,21,2023-10,Type C / 4mm,711
1324,21,2023-09,Type A / 4mm,769
1325,35,2022-03,Type C / 4mm,800
1326,21,2022-06,Type A / 5mm,691
1327,21,2022-07,Type C / 6mm,733
1328,23,2023-08,Type A / 6mm,645
1329,33,2023-10,Type B / 4mm,679
1330,23,2023-01,Type B / 6mm,730
1331,20,2023-11,Type A / 6mm,693
1332,30,2022-02,Type C / 4mm,679
1333,30,2023-07,Type A / 6mm,668
1334,26,2023-11,Type A / 5mm,766
1335,30,2023-02,Type A / 6mm,767
1336,32,2022-08,Type C / 5mm,706
1337,21,2023-07,Type C / 6mm,667
1338,21,2023-10,Type B / 6mm,741
1339,27,2023-06,Type B / 5mm,715
1340,33,2022-12,Type A / 5mm,700
1341,21,2022-01,Type C / 4mm,714
1342,34,2022-04,Type C / 5mm,645
1343,40,2022-10,Type A / 6mm,710
1344,29,2022-12,Type C / 5mm,731
1345,30,2022-07,Type B / 6mm,761
1346,29,2023-10,Type C / 6mm,657
1347,36,2022-05,Type C / 5mm,699
1348,28,2022-01,Type A / 5mm,673
1349,22,2022-12,Type A / 5mm,647
1350,36,2023-02,Type C / 6mm,706
1351,36,2022-04,Type C / 6mm,767
1352,40,2023-01,Type C / 5mm,703
1353,25,2023-07,Type B / 6mm,666
1354,30,2023-02,Type A / 4mm,790
1355,31,2023-02,Type A / 6mm,678
1356,34,2022-02,Type B / 4mm,757
1357,29,2022-09,Type C / 4mm,781
1358,39,2023-04,Type C / 5mm,644
1359,24,2023-09,Type A / 4mm,728
1360,32,2023-06,Type C / 4mm,681
1361,21,2023-02,Type A / 5mm,772
1362,38,2022-02,Type C / 5mm,658
1363,37,2022-02,Type C / 5mm,640
1364,30,2022-07,Type A / 6mm,706
1365,25,2022-05,Type C / 5mm,790
1366,36,2023-05,Type C / 5mm,655
1367,28,2023-04,Type B / 6mm,773
1368,31,2023-01,Type C / 6mm,653
1369,27,2022-12,Type B / 4mm,686
1370,21,2022-01,Type B / 4mm,678
1371,26,2022-08,Type B / 4mm,775
1372,39,2023-10,Type B / 6mm,647
1373,26,2022-12,Type C / 6mm,647
1374,20,2023-04,Type B / 5mm,747
1375,40,2023-12,Type C / 4mm,704
